id,question,choices,prompt,response,ground_truth,correct,response_time
7-264,"Seeds can be dispersed through all sorts of creative ways, such as","['a person orders flowers from a florist', 'a man looks at a bed of flowers', 'a dog sneezes in a field and disrupts the air around plants', 'a man asks his dog if it wants some flowers']","Question: Seeds can be dispersed through all sorts of creative ways, such as
Choices:
A: a person orders flowers from a florist
B: a man looks at a bed of flowers
C: a dog sneezes in a field and disrupts the air around plants
D: a man asks his dog if it wants some flowers
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

B is",C,False,27.442478
156,At a meal one plate seems to be larger than the other plates.  That plate is,"['plate in a kitchen cabinet', 'plate on the kitchen counter', ""the person sitting next to you's plate"", ""a person at the other side of the table's plate""]","Question: At a meal one plate seems to be larger than the other plates.  That plate is
Choices:
A: plate in a kitchen cabinet
B: plate on the kitchen counter
C: the person sitting next to you's plate
D: a person at the other side of the table's plate
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The question",C,False,27.231658
8-84,This can be used to light up a light bulb,"['grass', 'dirt', 'stones.', 'biofuel']","Question: This can be used to light up a light bulb
Choices:
A: grass
B: dirt
C: stones.
D: biofuel
Which option (A, B, C, or D) is correct?

Answer:","A. grass

B. d",D,False,25.273295
775,When did the pond have less heat energy?,"['when people sat by it', 'when people skated on it', 'when people fished in it', 'when people swam in it']","Question: When did the pond have less heat energy?
Choices:
A: when people sat by it
B: when people skated on it
C: when people fished in it
D: when people swam in it
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",B,False,26.139157
7-631,"In the springtime, animals engage in ritual behavior such as","['creating bedding for young', 'picking flowers for mates', 'hunting for new prey', 'migrating to cold environments']","Question: In the springtime, animals engage in ritual behavior such as
Choices:
A: creating bedding for young
B: picking flowers for mates
C: hunting for new prey
D: migrating to cold environments
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The correct answer is",A,True,26.165207
8-303,"Recently, a lot of people, en masse, were told that they should take an opportunity to cast an image of an object through a pinhole onto a screen, in order to best enjoy an activity. This was because","['scientists are lacking fun', 'eclipses are best to look at directly', 'science tells us eclipses are scary', 'avoiding looking directly at an eclipse is important']","Question: Recently, a lot of people, en masse, were told that they should take an opportunity to cast an image of an object through a pinhole onto a screen, in order to best enjoy an activity. This was because
Choices:
A: scientists are lacking fun
B: eclipses are best to look at directly
C: science tells us eclipses are scary
D: avoiding looking directly at an eclipse is important
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The answer",D,False,28.910912
9-39,how can one alter plants without interacting directly with it?,"['do a rain dance', 'all of these', 'leave it as it is', 'change its current habitat']","Question: how can one alter plants without interacting directly with it?
Choices:
A: do a rain dance
B: all of these
C: leave it as it is
D: change its current habitat
Which option (A, B, C, or D) is correct?

Answer:","I think the answer is B.

The",D,False,25.784637
8-349,Sleet is made of,"['a substance used to keep drinks cold', 'snow and manmade materials', 'small crystals of salt', 'phosphates and other chemicals']","Question: Sleet is made of
Choices:
A: a substance used to keep drinks cold
B: snow and manmade materials
C: small crystals of salt
D: phosphates and other chemicals
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to Stack Exchange.",A,False,25.989199
9-119,A thin beak is most useful to,"['allow a bird to fly faster', 'allow a bird to forage in trashcans for food', 'allow a bird to hunt for food in wide spaces', 'allow a bird to hunt for food in tight spaces']","Question: A thin beak is most useful to
Choices:
A: allow a bird to fly faster
B: allow a bird to forage in trashcans for food
C: allow a bird to hunt for food in wide spaces
D: allow a bird to hunt for food in tight spaces
Which option (A, B, C, or D) is correct?

Answer:",A thin beak is most useful to,D,False,26.910932
7-882,Bacteria,"['is lacking in any benefits to an organism', 'is unable to infect any organisms', ""can be beneficial and detrimental to an organism's health"", 'is always harmful to an organism']","Question: Bacteria
Choices:
A: is lacking in any benefits to an organism
B: is unable to infect any organisms
C: can be beneficial and detrimental to an organism's health
D: is always harmful to an organism
Which option (A, B, C, or D) is correct?

Answer:",Bacteria are always harmful to an organ,C,False,26.584512
8-61,in which of these environments would one ideally situate a farm?,"['in the middle of the desert', 'none of these', 'in the rocky mountains', 'over on the grassland']","Question: in which of these environments would one ideally situate a farm?
Choices:
A: in the middle of the desert
B: none of these
C: in the rocky mountains
D: over on the grassland
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",D,False,25.985244
9-249,Telephones will transfer acoustics using what energy,"['gamma radiation', 'heat transfer', 'electron flow', 'light pulses']","Question: Telephones will transfer acoustics using what energy
Choices:
A: gamma radiation
B: heat transfer
C: electron flow
D: light pulses
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The tele",C,False,25.355915
9-862,An example of a flexible container,"['Play dough', 'Bricks', 'Bones', 'Carrots']","Question: An example of a flexible container
Choices:
A: Play dough
B: Bricks
C: Bones
D: Carrots
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Stack Overflow!",A,True,25.005842
8-118,which one of these methods can a potential prey use to escape attack?,"['making sounds like a known larger animal', 'presenting itself to its predator', 'none of these', 'salting itself to be more palatable']","Question: which one of these methods can a potential prey use to escape attack?
Choices:
A: making sounds like a known larger animal
B: presenting itself to its predator
C: none of these
D: salting itself to be more palatable
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""none of these"".",A,False,26.376197
9-950,"okra has to have water, sun and what to grow","['planter', 'music', 'Earth', 'shade']","Question: okra has to have water, sun and what to grow
Choices:
A: planter
B: music
C: Earth
D: shade
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

Comment: I'",C,False,25.059431
9-615,"A lake, pond, or stream can all be used to","['collect fluid from', 'make extra food', 'rain water down', 'create new houses']","Question: A lake, pond, or stream can all be used to
Choices:
A: collect fluid from
B: make extra food
C: rain water down
D: create new houses
Which option (A, B, C, or D) is correct?

Answer:","A: collect fluid from

B",A,True,25.423007
8-441,"On a particularly hot day, a young woman clicks on a fan in the room, and the blades of the fan begin to quietly rotate in a circular motion, which","['heats up the surrounding air', 'rustles the air around it', 'pulls dust into a vacuum', 'blasts cold air outdoors']","Question: On a particularly hot day, a young woman clicks on a fan in the room, and the blades of the fan begin to quietly rotate in a circular motion, which
Choices:
A: heats up the surrounding air
B: rustles the air around it
C: pulls dust into a vacuum
D: blasts cold air outdoors
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The bl",B,False,27.893949
9-1188,Windy means what is going at high speeds?,"['water', 'gales', 'cars', 'dirt']","Question: Windy means what is going at high speeds?
Choices:
A: water
B: gales
C: cars
D: dirt
Which option (A, B, C, or D) is correct?

Answer:","A: water

B: g",B,False,25.055228
1279,What is an example of weathering occurring over several years?,"['a stone becoming smoother', 'wood becoming rotten over time', 'a cabin being shut down for the season', 'a tree becoming taller']","Question: What is an example of weathering occurring over several years?
Choices:
A: a stone becoming smoother
B: wood becoming rotten over time
C: a cabin being shut down for the season
D: a tree becoming taller
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""A"".

The",A,False,26.477793
9-391,"As the amount of fragrance of a flower increases, the better chances it has at","['growing', 'dying', 'reproducing', 'looking pretty']","Question: As the amount of fragrance of a flower increases, the better chances it has at
Choices:
A: growing
B: dying
C: reproducing
D: looking pretty
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The flower",C,False,27.588456
1429,Food digestion in humans can be aided by,"['microorganisms that have cell walls but lack organelles', 'hundreds of white blood cells', 'amoebas in the blood supply', 'carbon dioxide from the respiration process']","Question: Food digestion in humans can be aided by
Choices:
A: microorganisms that have cell walls but lack organelles
B: hundreds of white blood cells
C: amoebas in the blood supply
D: carbon dioxide from the respiration process
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The digestion of",A,False,26.639781
1513,Which would a scavenger most likely eat?,"['a swimming fish', 'a nesting bird', 'run over deer', 'a skulking hyena']","Question: Which would a scavenger most likely eat?
Choices:
A: a swimming fish
B: a nesting bird
C: run over deer
D: a skulking hyena
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",C,False,25.766385
624,Efforts to preserve the ecosystem might lead national parks to,"['encourage hunting', 'promote logging', 'ban fishing', 'encourage new species']","Question: Efforts to preserve the ecosystem might lead national parks to
Choices:
A: encourage hunting
B: promote logging
C: ban fishing
D: encourage new species
Which option (A, B, C, or D) is correct?

Answer:","A

The correct answer is A",C,False,25.846489
7-22,The thermal production of a stove is generically used for,"['warming food', 'heating homes', 'producing food', 'cooling pets']","Question: The thermal production of a stove is generically used for
Choices:
A: warming food
B: heating homes
C: producing food
D: cooling pets
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The thermal",A,False,25.606456
179,Which requires respiration to use energy?,"['solar collector', 'car', 'skunk', 'oil well']","Question: Which requires respiration to use energy?
Choices:
A: solar collector
B: car
C: skunk
D: oil well
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to Physics",C,False,25.168874
9-158,When a insect looks like another type of entity what is it called?,"['six legs', 'spider eggs', 'birds of prey', 'facade']","Question: When a insect looks like another type of entity what is it called?
Choices:
A: six legs
B: spider eggs
C: birds of prey
D: facade
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",D,False,25.884033
1392,Nerves are used in order to sense which things?,"[""the sound and sadness of a baby's cry"", 'the smell of dirty trash', 'the warmth and touch of a kiss on the cheek', 'the warming feeling of being told you are loved']","Question: Nerves are used in order to sense which things?
Choices:
A: the sound and sadness of a baby's cry
B: the smell of dirty trash
C: the warmth and touch of a kiss on the cheek
D: the warming feeling of being told you are loved
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""C"".

The",C,False,27.154492
1143,The gravitational pull of the sun causes what phenomenon?,"['planetary revolution', 'creation of moons', 'creation of rings', 'planetary cooling']","Question: The gravitational pull of the sun causes what phenomenon?
Choices:
A: planetary revolution
B: creation of moons
C: creation of rings
D: planetary cooling
Which option (A, B, C, or D) is correct?

Answer:",The gravitational pull of the sun causes planetary,A,False,25.4091
1706,We looked at the arrow on the compass and then turned around and walked in the opposite direction.  We were walking,"['south', 'east', 'west', 'north']","Question: We looked at the arrow on the compass and then turned around and walked in the opposite direction.  We were walking
Choices:
A: south
B: east
C: west
D: north
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Stack",A,True,25.778206
1068,When blood passes thru the primary element of the respiratory system it's diffused with,"['the first element on the periodic chart', 'a compound released by the burning of fossil fuels', 'an element released by plants', 'a compound used by plants']","Question: When blood passes thru the primary element of the respiratory system it's diffused with
Choices:
A: the first element on the periodic chart
B: a compound released by the burning of fossil fuels
C: an element released by plants
D: a compound used by plants
Which option (A, B, C, or D) is correct?

Answer:","The answer is D.

The respir",C,False,27.05091
932,"When Gia cooked her no-bake cookies too long, she discovered they had become hard, (though un-burnt). what is the most likely reason?","['The sugar had undergone crystallization', 'It was so cold in the room if froze', 'she used too many oats', 'She used old sugar']","Question: When Gia cooked her no-bake cookies too long, she discovered they had become hard, (though un-burnt). what is the most likely reason?
Choices:
A: The sugar had undergone crystallization
B: It was so cold in the room if froze
C: she used too many oats
D: She used old sugar
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is A.

The sugar",A,False,27.796665
7-201,What happens when man moves into new environments?,"['native species go wild', 'native species thrive more', 'native species grow large', 'native species loses home']","Question: What happens when man moves into new environments?
Choices:
A: native species go wild
B: native species thrive more
C: native species grow large
D: native species loses home
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Bi",D,False,26.284991
7-871,An example of heat changing the state of matter could be,"['jello becoming liquid when placed in a hot pan', 'water becoming warm when heated', 'a bath being more comfortable when it is hot', 'a pool receiving more visitors when warmed']","Question: An example of heat changing the state of matter could be
Choices:
A: jello becoming liquid when placed in a hot pan
B: water becoming warm when heated
C: a bath being more comfortable when it is hot
D: a pool receiving more visitors when warmed
Which option (A, B, C, or D) is correct?

Answer:","The answer is D.

The question is",A,False,26.519333
1596,Animals require,"['the help of people', 'the environmental output of plants', 'the same gas needed for photosynthesis', 'a lack of natural resources']","Question: Animals require
Choices:
A: the help of people
B: the environmental output of plants
C: the same gas needed for photosynthesis
D: a lack of natural resources
Which option (A, B, C, or D) is correct?

Answer:","The answer is D.

The correct answer",B,False,25.541438
1736,What is an example of the appearance of stars seeming to move in relation to the horizon at night?,"['constellations may appear higher or lower in the sky depending on the hour', 'constellations may appear to be upside down some nights', 'depending on weather, constellations may be clearly visible at night', 'some stars are unable to be seen on certain nights']","Question: What is an example of the appearance of stars seeming to move in relation to the horizon at night?
Choices:
A: constellations may appear higher or lower in the sky depending on the hour
B: constellations may appear to be upside down some nights
C: depending on weather, constellations may be clearly visible at night
D: some stars are unable to be seen on certain nights
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is option A.

The",A,False,28.527947
9-865,What month is in the season after spring in the northern hemisphere?,"['june', 'november', 'march', 'december']","Question: What month is in the season after spring in the northern hemisphere?
Choices:
A: june
B: november
C: march
D: december
Which option (A, B, C, or D) is correct?

Answer:","\begin{code}
A:",A,False,25.346112
9-740,A man wants to use a material in a project that will be nonrenewable. The man decides to use,"['grass', 'solo cups', 'raindrops', 'muddy water']","Question: A man wants to use a material in a project that will be nonrenewable. The man decides to use
Choices:
A: grass
B: solo cups
C: raindrops
D: muddy water
Which option (A, B, C, or D) is correct?

Answer:","A. grass

B. solo",B,False,26.536117
7-730,The fish reproduction technique supplies,"['coral reefs', 'chunk tuna', 'roe', 'fish sticks']","Question: The fish reproduction technique supplies
Choices:
A: coral reefs
B: chunk tuna
C: roe
D: fish sticks
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",C,False,25.193405
871,Water vapor cooling over night,"['leaves dew on people', 'forms black ice on bridges', 'forms puddles on roads', 'leaves behind wet foliage']","Question: Water vapor cooling over night
Choices:
A: leaves dew on people
B: forms black ice on bridges
C: forms puddles on roads
D: leaves behind wet foliage
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The water vapor",D,True,25.93991
7-518,What do bees convert nectar into?,"['different types of corn syrup', 'rather large rock formations', 'bees of different sizes', 'sweet stuff sold in grocery stores']","Question: What do bees convert nectar into?
Choices:
A: different types of corn syrup
B: rather large rock formations
C: bees of different sizes
D: sweet stuff sold in grocery stores
Which option (A, B, C, or D) is correct?

Answer:","D

\begin{blockquote}",D,True,26.055166
9-84,what happens when an animals' food intake increases,"['it grows taller in size', 'it jogs to burn energy', 'it throws up the excess food', 'the fat transfers into more pounds']","Question: what happens when an animals' food intake increases
Choices:
A: it grows taller in size
B: it jogs to burn energy
C: it throws up the excess food
D: the fat transfers into more pounds
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The correct",D,False,26.76714
883,What would a rabbit most likely eat,"['squirrel', 'squid', 'rhododendron', 'mouse']","Question: What would a rabbit most likely eat
Choices:
A: squirrel
B: squid
C: rhododendron
D: mouse
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",C,False,25.251437
1840,Decomposition occurs when a decomposer recycles nutrients from dead organisms back to the soil by eating them; what is an example of this?,"['flies laying eggs on a body', 'worms devouring a corpse', 'wet leaves denigrating in a pile', 'slugs digging through mulch']","Question: Decomposition occurs when a decomposer recycles nutrients from dead organisms back to the soil by eating them; what is an example of this?
Choices:
A: flies laying eggs on a body
B: worms devouring a corpse
C: wet leaves denigrating in a pile
D: slugs digging through mulch
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",B,False,28.092929
7-603,A full moon and a crescent moon occur normally,"['every two fortnights', 'every week', 'yearly', 'every evening']","Question: A full moon and a crescent moon occur normally
Choices:
A: every two fortnights
B: every week
C: yearly
D: every evening
Which option (A, B, C, or D) is correct?

Answer:",A full moon and a crescent moon occur normally,A,True,25.645126
7-315,The moon's gravity,"[""pulls stars into it's orbit"", 'determines when neap and ebb are on Earth', 'keeps objects on Earth grounded', 'forces the sun to orbit around it']","Question: The moon's gravity
Choices:
A: pulls stars into it's orbit
B: determines when neap and ebb are on Earth
C: keeps objects on Earth grounded
D: forces the sun to orbit around it
Which option (A, B, C, or D) is correct?

Answer:",The moon's gravity pulls the tides,B,False,26.263761
7-578,The moon has,"['water sources', 'large diamonds', 'rolling grassy hills', 'raised portions']","Question: The moon has
Choices:
A: water sources
B: large diamonds
C: rolling grassy hills
D: raised portions
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The moon",D,False,25.076951
8-249,Chlorophyll allows plants to soak up,"['solar rays', 'acid rain', 'pollen', 'fertilizer']","Question: Chlorophyll allows plants to soak up
Choices:
A: solar rays
B: acid rain
C: pollen
D: fertilizer
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

Chlorophyll",A,False,25.2643
7-996,"If something living requires sustenance, it will likely","['seek out a form of nutrients', 'feel like it could eat', 'try to enjoy life', 'gather nutrients for friends']","Question: If something living requires sustenance, it will likely
Choices:
A: seek out a form of nutrients
B: feel like it could eat
C: try to enjoy life
D: gather nutrients for friends
Which option (A, B, C, or D) is correct?

Answer:","\begin{blockquote}

 A",A,False,26.365095
7-791,Plants grow because they,"['decide the time is right', 'can breathe a lot of air', 'use what people breathe out to survive', 'take photos of other plants']","Question: Plants grow because they
Choices:
A: decide the time is right
B: can breathe a lot of air
C: use what people breathe out to survive
D: take photos of other plants
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

Comment:",C,False,26.041473
7-452,Plant lights can be useful in order to,"['dry up several plants', 'lower energy costs at home', 'recreate effects of the sun', 'give dogs good lighting']","Question: Plant lights can be useful in order to
Choices:
A: dry up several plants
B: lower energy costs at home
C: recreate effects of the sun
D: give dogs good lighting
Which option (A, B, C, or D) is correct?

Answer:","D

The correct answer is D.",C,False,25.953261
1117,As a car drives off in the night,"['the taillights recede into the dark', 'only the bumper is visible', 'the taillights get brighter the further they go', 'the taillights are turned off']","Question: As a car drives off in the night
Choices:
A: the taillights recede into the dark
B: only the bumper is visible
C: the taillights get brighter the further they go
D: the taillights are turned off
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The ta",A,False,26.964931
153,A large mill in the area has led to streams and rivers being filled with,"['rapids', 'boats', 'fish', 'pollutants']","Question: A large mill in the area has led to streams and rivers being filled with
Choices:
A: rapids
B: boats
C: fish
D: pollutants
Which option (A, B, C, or D) is correct?

Answer:","D

The correct answer is D.",D,True,25.181043
362,What action has a positive impact on the conservation of nonrenewable resources?,"['depositing the nonrenewable resources in a landfill', 'waste as much of the resources as possible', 'start a large bonfire with resources', 'turn the nonrenewable into something newly usable']","Question: What action has a positive impact on the conservation of nonrenewable resources?
Choices:
A: depositing the nonrenewable resources in a landfill
B: waste as much of the resources as possible
C: start a large bonfire with resources
D: turn the nonrenewable into something newly usable
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to EL",D,True,27.477944
9-789,in electricity ceramics are sometimes used to,"['increase voltage', 'decrease wattage', 'slow transfers', 'multiply amperage']","Question: in electricity ceramics are sometimes used to
Choices:
A: increase voltage
B: decrease wattage
C: slow transfers
D: multiply amperage
Which option (A, B, C, or D) is correct?

Answer:","The answer is D.

The correct answer",C,False,25.478371
215,A rabbit has thicker fur in,"['April', 'July', 'October', 'January']","Question: A rabbit has thicker fur in
Choices:
A: April
B: July
C: October
D: January
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",D,False,24.751544
9-878,A tape measure aids in,"['deciding what color to paint a room', 'figuring the state of matter of an object', 'formulating the area of a room', 'determining mass of an object']","Question: A tape measure aids in
Choices:
A: deciding what color to paint a room
B: figuring the state of matter of an object
C: formulating the area of a room
D: determining mass of an object
Which option (A, B, C, or D) is correct?

Answer:",A tape measure aids in determining the,C,False,26.457777
9-421,What happens when someone on top of a bicycle starts pushing it's peddles in a circular motion?,"['the bike wheelies', 'the bike turns', 'the bike brakes', 'the bike accelerates']","Question: What happens when someone on top of a bicycle starts pushing it's peddles in a circular motion?
Choices:
A: the bike wheelies
B: the bike turns
C: the bike brakes
D: the bike accelerates
Which option (A, B, C, or D) is correct?

Answer:","The bike will accelerate.

The",D,False,26.4269
7-570,If a mosquito dies and is sucked into mud,"['it will be eaten', 'it will be disintegrated', 'it will be decayed', 'years later it can still be seen']","Question: If a mosquito dies and is sucked into mud
Choices:
A: it will be eaten
B: it will be disintegrated
C: it will be decayed
D: years later it can still be seen
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The mos",D,False,26.514971
9-648,trees have chlorophyll so they make their own,"['root structure', 'water', 'scheduled', 'nutrients']","Question: trees have chlorophyll so they make their own
Choices:
A: root structure
B: water
C: scheduled
D: nutrients
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The correct answer is",D,True,25.496681
9-68,What kept the bat on course?,"['luck', 'magic', 'snow', 'reflected sound waves']","Question: What kept the bat on course?
Choices:
A: luck
B: magic
C: snow
D: reflected sound waves
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The bat",D,False,24.887004
719,Things people eat come from,"['mountains', 'canyons', 'cities', 'farms']","Question: Things people eat come from
Choices:
A: mountains
B: canyons
C: cities
D: farms
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",D,False,24.832866
669,What would you use in an apartment to keep your neighbor below from hearing you shuffle around a room?,"['yarn', 'wood', 'carpet', 'tile']","Question: What would you use in an apartment to keep your neighbor below from hearing you shuffle around a room?
Choices:
A: yarn
B: wood
C: carpet
D: tile
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",C,False,25.906315
8-353,"if an adult salmon goes back to where it was born, which of these is likely?","['it wants to deposit its offspring', 'it is about to die', 'it is looking for its friend', 'it is searching for its mother']","Question: if an adult salmon goes back to where it was born, which of these is likely?
Choices:
A: it wants to deposit its offspring
B: it is about to die
C: it is looking for its friend
D: it is searching for its mother
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",A,True,26.48802
7-195,"If the north is cold and the midnorth is warm, there will be","['snow', 'stars', 'air motion', 'fires']","Question: If the north is cold and the midnorth is warm, there will be
Choices:
A: snow
B: stars
C: air motion
D: fires
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The north",C,False,25.333292
8-314,"A guy wants to make dinner for his family, so he puts a pan on the stove, adds some meat, and turns on the stove so that heat is being added to the pan. As the meat is warmed through, beginning to sizzle, it is","['being juiced', 'being seared', 'being frozen', 'being smoked']","Question: A guy wants to make dinner for his family, so he puts a pan on the stove, adds some meat, and turns on the stove so that heat is being added to the pan. As the meat is warmed through, beginning to sizzle, it is
Choices:
A: being juiced
B: being seared
C: being frozen
D: being smoked
Which option (A, B, C, or D) is correct?

Answer:","The meat is being seared.

The",B,False,28.198602
9-432,What is needed to make an island?,"['boat', 'volcano', 'coral', 'tree']","Question: What is needed to make an island?
Choices:
A: boat
B: volcano
C: coral
D: tree
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: I think the",B,False,24.971464
1193,It would be harder to grow a palm tree in,"['Texas', 'Idaho', 'Arizona', 'South Carolina']","Question: It would be harder to grow a palm tree in
Choices:
A: Texas
B: Idaho
C: Arizona
D: South Carolina
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",B,False,25.045144
1724,A moth,"['builds a cocoon as part of its death ritual', 'needs a chrysalis as part if its life cycle', 'undergoes complete metamorphosis in one day', 'is born with wings']","Question: A moth
Choices:
A: builds a cocoon as part of its death ritual
B: needs a chrysalis as part if its life cycle
C: undergoes complete metamorphosis in one day
D: is born with wings
Which option (A, B, C, or D) is correct?

Answer:",A moth builds a cocoon as part of,B,False,26.235791
9-819,glucose is easily soluble in,"['H2O', 'wood', 'alcohol', 'sand']","Question: glucose is easily soluble in
Choices:
A: H2O
B: wood
C: alcohol
D: sand
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Physics",A,True,25.310968
1760,What time of day does a solar panel work best?,"['9:15 pm', '1:45 pm', '8 am', '5:30 pm']","Question: What time of day does a solar panel work best?
Choices:
A: 9:15 pm
B: 1:45 pm
C: 8 am
D: 5:30 pm
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",B,False,25.776711
7-236,Sediment built up around the shed due to:,"['magic', 'tornado', 'luck.', 'cars']","Question: Sediment built up around the shed due to:
Choices:
A: magic
B: tornado
C: luck.
D: cars
Which option (A, B, C, or D) is correct?

Answer:","A. magic

B. tornado",B,False,24.928889
1641,Two gears grinding against each other will raise which of their properties?,"['phase', 'temperature', 'taste', 'mass']","Question: Two gears grinding against each other will raise which of their properties?
Choices:
A: phase
B: temperature
C: taste
D: mass
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is A.

The phase",B,False,25.202958
9-1110,electrical current does what to a wire to cause it to heat up,"['carry it', 'merge with it', 'run from it', 'traverse it']","Question: electrical current does what to a wire to cause it to heat up
Choices:
A: carry it
B: merge with it
C: run from it
D: traverse it
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""C"".

The",D,False,25.797607
9-85,"if the surface of our planet is different after a while, what could have happened?","['the surface eroded on its own', 'all of these', 'there were natural occurrences', 'man has damaged the surface']","Question: if the surface of our planet is different after a while, what could have happened?
Choices:
A: the surface eroded on its own
B: all of these
C: there were natural occurrences
D: man has damaged the surface
Which option (A, B, C, or D) is correct?

Answer:",The surface of the Earth is different after a while,B,False,26.226332
1214,Sunlight is a source of,"['wind energy', 'warmth', 'frigid temperatures', 'moonlight']","Question: Sunlight is a source of
Choices:
A: wind energy
B: warmth
C: frigid temperatures
D: moonlight
Which option (A, B, C, or D) is correct?

Answer:","A: wind energy

B:",B,False,25.174343
9-600,What contributes to prey animals being able to survive predators long enough to mate?,"['hiding in bushes', 'eating sweets', ""how they're named."", 'listening to music']","Question: What contributes to prey animals being able to survive predators long enough to mate?
Choices:
A: hiding in bushes
B: eating sweets
C: how they're named.
D: listening to music
Which option (A, B, C, or D) is correct?

Answer:","D

\begin{blockquote}",A,False,25.962241
832,Peat is derived from,"['saplings and flowering seedlings', 'compaction of water and soil', 'compressing of deteriorating foliage', 'floating debris in swamp water']","Question: Peat is derived from
Choices:
A: saplings and flowering seedlings
B: compaction of water and soil
C: compressing of deteriorating foliage
D: floating debris in swamp water
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The correct answer is",C,False,26.209373
8-459,which of these scenarios would result in the ugliest TV screen?,"['a bowl of quartz is emptied on it', 'a handkerchief drops on it', 'a bowl of cotton is emptied on it', 'a silk tie falls on it']","Question: which of these scenarios would result in the ugliest TV screen?
Choices:
A: a bowl of quartz is emptied on it
B: a handkerchief drops on it
C: a bowl of cotton is emptied on it
D: a silk tie falls on it
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",A,True,27.626083
9-935,Which of the following is true?,"['Ice will turn to water vapor when it stays under its boiling point', 'Liquid water will turn to ice below its freezing point', 'Ice will turn to liquid water below its freezing point', 'Liquid water will turn to water vapor when the temperature is more than its boiling point']","Question: Which of the following is true?
Choices:
A: Ice will turn to water vapor when it stays under its boiling point
B: Liquid water will turn to ice below its freezing point
C: Ice will turn to liquid water below its freezing point
D: Liquid water will turn to water vapor when the temperature is more than its boiling point
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

B is",D,False,28.173046
7-73,A bear hibernates through cold weather because,"['bears get very tired', 'it is gestating young', 'resources are scarce in winter', 'winter is too cold']","Question: A bear hibernates through cold weather because
Choices:
A: bears get very tired
B: it is gestating young
C: resources are scarce in winter
D: winter is too cold
Which option (A, B, C, or D) is correct?

Answer:",A: bears get very tired,C,False,25.927922
298,Which shows a way to preserve natural resources:,"['run dishwasher full', 'using gasoline engines', 'tossing lawn clippings', 'throwing out aluminum']","Question: Which shows a way to preserve natural resources:
Choices:
A: run dishwasher full
B: using gasoline engines
C: tossing lawn clippings
D: throwing out aluminum
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""C"".

The",A,False,26.036652
